Sample	Genus	Gene	Contribution
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	51.81102178754952
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	118.45167546131329
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	209.9054186959974
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	87.32826316636354
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	38.445675535769816
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	61.572092316277
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.3.1.117: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	112.64297357316744
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	142.26270017964626
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	139.9516671010799
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	95.4833797471942
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	106.79706005938677
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	112.05188296451443
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	76.05182038623249
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	199.6851011221931
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	162.65181148001457
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	91.77613021743753
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	101.5739828625436
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	78.04130305510216
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	105.94522604959371
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	0.0
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	0.0
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	0.0
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	119.28074733485973
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	82.34613623204305
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	723.1180105784723
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	0.0
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	0.0
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	0.0
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	201.2854087163284
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	104.40700345449844
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.6: DNA-directed RNA polymerase	175.9634029422665
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	175.28623292625957
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	283.2084073292841
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	55.81279042769789
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	62.219413217393424
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	125.7542713190118
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	114.43840787530412
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	133.97592256837683
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	93.38984876703348
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	144.29614435093546
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	90.8880451252786
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	40.97951582532585
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.8: Lipoyl synthase	82.45575197154949
BB190	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	64.91529400495551
BB191	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	69.9363093737158
BB192	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	58.67750119733956
BB195	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	147.71116034474863
BB197	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	154.59580276071256
BB198	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	84.43047738763082
BB200	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	169.13625737795343
BB203	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	104.30081170433516
BB204	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	221.4604469983593
BB207	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	55.58088688064118
BB208	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	139.89781133519182
BB209	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:3.5.1.2: Glutaminase	132.0507470090112
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	0.0
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	0.0
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	0.0
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	101.39564349312988
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	141.28293229871912
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	706.138925904216
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	0.0
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	0.0
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	0.0
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	161.11907982498465
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	162.170500736612
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.97.1.12	127.38390285155936
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	144.44044180524511
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	129.3451519887746
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	169.2467081149196
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	97.85585250184346
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	134.64311355349122
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	64.56767919402041
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	156.39707708904044
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	138.85368328657563
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	138.56560220424845
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	96.60475284402528
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	71.1490357937915
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	54.99929275420863
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	166.48444278466116
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	185.4656177766566
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	177.9768295500832
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	34.392008799832645
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	77.2802903150175
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	56.69498998600477
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	183.18238127749865
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	150.66705677432276
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	110.5165172761336
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	89.92718031297142
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	41.98193833945299
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	116.35945255306096
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	135.12969879655816
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	132.4568179512674
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	159.44939496275103
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	125.7131854111374
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	115.76270826661482
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	33.58264692536316
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	44.63806846870495
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	188.83098030679656
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	204.9323084136156
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	82.70959166870797
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	66.98896752847014
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.1.1.199: 16S rRNA (cytosine(1402)-N(4))-methyltransferase	98.31048115471027
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	134.21124530964596
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	234.21125633447767
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	160.81340902238043
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	72.69044480404725
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	65.88221480119917
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	41.22269421631631
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	193.4187268253577
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	118.92725098467407
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	105.94904719944137
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	77.92476383980919
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	65.12674567981966
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	111.7018644520774
BB190	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	0.0
BB191	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	0.0
BB192	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	0.0
BB195	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	91.42629957889037
BB197	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	79.66629271939937
BB198	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	726.432071118236
BB200	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	0.0
BB203	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	0.0
BB204	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	0.0
BB207	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	180.326393461424
BB208	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	125.89044609051952
BB209	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	EC:4.1.1.39: Ribulose-bisphosphate carboxylase	174.4560352958231
BB190	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	144.70520356215994
BB191	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	155.43988177293343
BB192	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	110.10502480491154
BB195	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	86.96153667557572
BB197	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	126.65575475421336
BB198	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	87.02685314310028
BB200	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	144.19998756469505
BB203	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	164.30832190836628
BB204	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	113.94409214490275
BB207	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	50.08939680674837
BB208	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	68.16453188968696
BB209	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:4.2.1.20: Tryptophan synthase	125.4257226940459
BB190	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	103.37120293614068
BB191	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	173.92902792651603
BB192	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	212.8468586579127
BB195	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	84.44816994481853
BB197	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	95.60644976106798
BB198	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	8.467695274385639
BB200	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	185.01307263677063
BB203	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	129.03096499333276
BB204	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	149.3975422098164
BB207	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	59.16529929887295
BB208	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	88.5851499260658
BB209	p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.27: Glucose-1-phosphate adenylyltransferase	87.05189282460574
BB190	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	157.1186642724381
BB191	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	143.70024653776093
BB192	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	168.3693611857993
BB195	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	103.5299444275523
BB197	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	69.4481217464756
BB198	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	141.25969204268017
BB200	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	55.84698093791344
BB203	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	108.33342509624438
BB204	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	198.08855428751608
BB207	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	63.00934637306374
BB208	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	104.7597684533203
BB209	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:4.3.2.10	59.28432457556164
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	144.4825382453875
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	130.45810637690127
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	164.5957581752935
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	62.670900099616205
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	107.34640999403602
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	59.48228692205215
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	176.1017146956477
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	190.3795896529796
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	114.84011084346432
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	62.62813633506055
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	72.53284013304247
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:1.1.1.85: 3-isopropylmalate dehydrogenase	85.9526835655461
BB190	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.8.4.11: Peptide-methionine (S)-S-oxide reductase	122.7598456447392
BB191	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.8.4.11: Peptide-methionine (S)-S-oxide reductase	51.86507451067304
BB192	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.8.4.11: Peptide-methionine (S)-S-oxide reductase	84.04981850471117
BB195	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.8.4.11: Peptide-methionine (S)-S-oxide reductase	175.0847188935902
BB197	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.8.4.11: Peptide-methionine (S)-S-oxide reductase	161.81216459829258
BB198	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.8.4.11: Peptide-methionine (S)-S-oxide reductase	68.88109662873138
BB200	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.8.4.11: Peptide-methionine (S)-S-oxide reductase	183.44663132934903
BB203	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:1.8.4.11: Peptide-methionine (S)-S-oxide reductase	133.0399402157376
